numero,aor,low,hi,pChar,pNum,minority,adj,lev,var,outcome,desc,outcomedesc,minoritydesc,tooltp,buttonn
145,0.63,0.59,0.67,<0.001,0,4,2,1,5,1,Midwest,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O1A2M4
146,0.55,0.54,0.57,<0.001,0,0,3,1,5,1,Midwest,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A3M0
147,0.51,0.49,0.53,<0.001,0,1,3,1,5,1,Midwest,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O1A3M1
148,0.68,0.59,0.77,<0.001,0,2,3,1,5,1,Midwest,Primary Composite,Native American,"Primary Composite, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O1A3M2
149,0.7,0.62,0.8,<0.001,0,3,3,1,5,1,Midwest,Primary Composite,Asian,"Primary Composite, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O1A3M3
150,0.75,0.7,0.8,<0.001,0,4,3,1,5,1,Midwest,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O1A3M4
151,0.47,0.46,0.48,<0.001,0,0,1,2,5,1,South,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A1M0
152,0.41,0.4,0.42,<0.001,0,1,1,2,5,1,South,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O1A1M1
153,0.57,0.51,0.64,<0.001,0,2,1,2,5,1,South,Primary Composite,Native American,"Primary Composite, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O1A1M2
154,0.51,0.46,0.57,<0.001,0,3,1,2,5,1,South,Primary Composite,Asian,"Primary Composite, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O1A1M3
155,0.7,0.68,0.72,<0.001,0,4,1,2,5,1,South,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O1A1M4
156,0.53,0.52,0.54,<0.001,0,0,2,2,5,1,South,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A2M0
157,0.47,0.46,0.48,<0.001,0,1,2,2,5,1,South,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O1A2M1
158,0.69,0.61,0.78,<0.001,0,2,2,2,5,1,South,Primary Composite,Native American,"Primary Composite, Adjustment Model 2, Native American (Vs. White), P-Value <0.001",O1A2M2
159,0.52,0.46,0.58,<0.001,0,3,2,2,5,1,South,Primary Composite,Asian,"Primary Composite, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O1A2M3
160,0.76,0.73,0.78,<0.001,0,4,2,2,5,1,South,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O1A2M4
161,0.54,0.53,0.56,<0.001,0,0,3,2,5,1,South,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A3M0
162,0.49,0.48,0.5,<0.001,0,1,3,2,5,1,South,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O1A3M1
163,0.73,0.65,0.83,<0.001,0,2,3,2,5,1,South,Primary Composite,Native American,"Primary Composite, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O1A3M2
164,0.54,0.48,0.6,<0.001,0,3,3,2,5,1,South,Primary Composite,Asian,"Primary Composite, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O1A3M3
165,0.77,0.75,0.8,<0.001,0,4,3,2,5,1,South,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O1A3M4
166,0.43,0.42,0.44,<0.001,0,0,1,3,5,1,West,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A1M0
167,0.33,0.32,0.35,<0.001,0,1,1,3,5,1,West,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O1A1M1
168,0.51,0.47,0.56,<0.001,0,2,1,3,5,1,West,Primary Composite,Native American,"Primary Composite, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O1A1M2
169,0.39,0.37,0.41,<0.001,0,3,1,3,5,1,West,Primary Composite,Asian,"Primary Composite, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O1A1M3
170,0.5,0.49,0.52,<0.001,0,4,1,3,5,1,West,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O1A1M4
171,0.47,0.46,0.48,<0.001,0,0,2,3,5,1,West,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A2M0
172,0.38,0.36,0.4,<0.001,0,1,2,3,5,1,West,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O1A2M1
173,0.62,0.57,0.67,<0.001,0,2,2,3,5,1,West,Primary Composite,Native American,"Primary Composite, Adjustment Model 2, Native American (Vs. White), P-Value <0.001",O1A2M2
174,0.37,0.36,0.39,<0.001,0,3,2,3,5,1,West,Primary Composite,Asian,"Primary Composite, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O1A2M3
175,0.55,0.53,0.57,<0.001,0,4,2,3,5,1,West,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O1A2M4
176,0.57,0.55,0.58,<0.001,0,0,3,3,5,1,West,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A3M0
177,0.5,0.48,0.53,<0.001,0,1,3,3,5,1,West,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O1A3M1
178,0.58,0.53,0.63,<0.001,0,2,3,3,5,1,West,Primary Composite,Native American,"Primary Composite, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O1A3M2
179,0.43,0.41,0.46,<0.001,0,3,3,3,5,1,West,Primary Composite,Asian,"Primary Composite, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O1A3M3
180,0.68,0.65,0.7,<0.001,0,4,3,3,5,1,West,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O1A3M4
181,0.42,0.41,0.42,<0.001,0,0,1,0,6,1,"Metro, 1 million+",Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A1M0
182,0.36,0.36,0.37,<0.001,0,1,1,0,6,1,"Metro, 1 million+",Primary Composite,African American or Black,"Primary Composite, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O1A1M1
183,0.57,0.5,0.66,<0.001,0,2,1,0,6,1,"Metro, 1 million+",Primary Composite,Native American,"Primary Composite, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O1A1M2
184,0.45,0.43,0.47,<0.001,0,3,1,0,6,1,"Metro, 1 million+",Primary Composite,Asian,"Primary Composite, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O1A1M3
185,0.55,0.53,0.56,<0.001,0,4,1,0,6,1,"Metro, 1 million+",Primary Composite,Hispanic,"Primary Composite, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O1A1M4
186,0.48,0.47,0.49,<0.001,0,0,2,0,6,1,"Metro, 1 million+",Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A2M0
187,0.43,0.42,0.44,<0.001,0,1,2,0,6,1,"Metro, 1 million+",Primary Composite,African American or Black,"Primary Composite, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O1A2M1
188,0.72,0.63,0.83,<0.001,0,2,2,0,6,1,"Metro, 1 million+",Primary Composite,Native American,"Primary Composite, Adjustment Model 2, Native American (Vs. White), P-Value <0.001",O1A2M2
189,0.45,0.42,0.47,<0.001,0,3,2,0,6,1,"Metro, 1 million+",Primary Composite,Asian,"Primary Composite, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O1A2M3
190,0.62,0.6,0.64,<0.001,0,4,2,0,6,1,"Metro, 1 million+",Primary Composite,Hispanic,"Primary Composite, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O1A2M4
191,0.53,0.52,0.54,<0.001,0,0,3,0,6,1,"Metro, 1 million+",Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A3M0
192,0.48,0.47,0.49,<0.001,0,1,3,0,6,1,"Metro, 1 million+",Primary Composite,African American or Black,"Primary Composite, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O1A3M1
193,0.72,0.62,0.82,<0.001,0,2,3,0,6,1,"Metro, 1 million+",Primary Composite,Native American,"Primary Composite, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O1A3M2
194,0.48,0.45,0.5,<0.001,0,3,3,0,6,1,"Metro, 1 million+",Primary Composite,Asian,"Primary Composite, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O1A3M3
195,0.68,0.66,0.7,<0.001,0,4,3,0,6,1,"Metro, 1 million+",Primary Composite,Hispanic,"Primary Composite, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O1A3M4
196,0.47,0.46,0.48,<0.001,0,0,1,1,6,1,"Metro, 0.25-0.99 million",Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A1M0
197,0.42,0.4,0.43,<0.001,0,1,1,1,6,1,"Metro, 0.25-0.99 million",Primary Composite,African American or Black,"Primary Composite, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O1A1M1
198,0.64,0.56,0.74,<0.001,0,2,1,1,6,1,"Metro, 0.25-0.99 million",Primary Composite,Native American,"Primary Composite, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O1A1M2
199,0.44,0.41,0.48,<0.001,0,3,1,1,6,1,"Metro, 0.25-0.99 million",Primary Composite,Asian,"Primary Composite, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O1A1M3
200,0.6,0.57,0.62,<0.001,0,4,1,1,6,1,"Metro, 0.25-0.99 million",Primary Composite,Hispanic,"Primary Composite, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O1A1M4
201,0.54,0.52,0.55,<0.001,0,0,2,1,6,1,"Metro, 0.25-0.99 million",Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A2M0
202,0.49,0.47,0.5,<0.001,0,1,2,1,6,1,"Metro, 0.25-0.99 million",Primary Composite,African American or Black,"Primary Composite, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O1A2M1
203,0.8,0.7,0.93,0.003,0.003,2,2,1,6,1,"Metro, 0.25-0.99 million",Primary Composite,Native American,"Primary Composite, Adjustment Model 2, Native American (Vs. White), P-Value 0.003",O1A2M2
204,0.44,0.41,0.48,<0.001,0,3,2,1,6,1,"Metro, 0.25-0.99 million",Primary Composite,Asian,"Primary Composite, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O1A2M3
205,0.66,0.64,0.69,<0.001,0,4,2,1,6,1,"Metro, 0.25-0.99 million",Primary Composite,Hispanic,"Primary Composite, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O1A2M4
206,0.53,0.52,0.55,<0.001,0,0,3,1,6,1,"Metro, 0.25-0.99 million",Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A3M0
207,0.5,0.48,0.52,<0.001,0,1,3,1,6,1,"Metro, 0.25-0.99 million",Primary Composite,African American or Black,"Primary Composite, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O1A3M1
208,0.76,0.65,0.88,<0.001,2.00E-04,2,3,1,6,1,"Metro, 0.25-0.99 million",Primary Composite,Native American,"Primary Composite, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O1A3M2
209,0.4,0.36,0.43,<0.001,0,3,3,1,6,1,"Metro, 0.25-0.99 million",Primary Composite,Asian,"Primary Composite, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O1A3M3
210,0.66,0.63,0.69,<0.001,0,4,3,1,6,1,"Metro, 0.25-0.99 million",Primary Composite,Hispanic,"Primary Composite, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O1A3M4
211,0.47,0.45,0.48,<0.001,0,0,1,2,6,1,"Metro, < 0.25 million",Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A1M0
212,0.39,0.37,0.41,<0.001,0,1,1,2,6,1,"Metro, < 0.25 million",Primary Composite,African American or Black,"Primary Composite, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O1A1M1
213,0.58,0.49,0.69,<0.001,0,2,1,2,6,1,"Metro, < 0.25 million",Primary Composite,Native American,"Primary Composite, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O1A1M2
214,0.74,0.61,0.88,0.001,0.001,3,1,2,6,1,"Metro, < 0.25 million",Primary Composite,Asian,"Primary Composite, Adjustment Model 1, Asian (Vs. White), P-Value 0.001",O1A1M3
215,0.67,0.63,0.72,<0.001,0,4,1,2,6,1,"Metro, < 0.25 million",Primary Composite,Hispanic,"Primary Composite, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O1A1M4
216,0.53,0.51,0.55,<0.001,0,0,2,2,6,1,"Metro, < 0.25 million",Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A2M0
217,0.44,0.42,0.46,<0.001,0,1,2,2,6,1,"Metro, < 0.25 million",Primary Composite,African American or Black,"Primary Composite, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O1A2M1
218,0.68,0.58,0.81,<0.001,0,2,2,2,6,1,"Metro, < 0.25 million",Primary Composite,Native American,"Primary Composite, Adjustment Model 2, Native American (Vs. White), P-Value <0.001",O1A2M2
219,0.78,0.65,0.94,0.01,0.0104,3,2,2,6,1,"Metro, < 0.25 million",Primary Composite,Asian,"Primary Composite, Adjustment Model 2, Asian (Vs. White), P-Value 0.01",O1A2M3
220,0.76,0.71,0.81,<0.001,0,4,2,2,6,1,"Metro, < 0.25 million",Primary Composite,Hispanic,"Primary Composite, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O1A2M4
221,0.58,0.56,0.61,<0.001,0,0,3,2,6,1,"Metro, < 0.25 million",Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A3M0
222,0.51,0.49,0.54,<0.001,0,1,3,2,6,1,"Metro, < 0.25 million",Primary Composite,African American or Black,"Primary Composite, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O1A3M1
223,0.6,0.5,0.72,<0.001,0,2,3,2,6,1,"Metro, < 0.25 million",Primary Composite,Native American,"Primary Composite, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O1A3M2
224,0.72,0.6,0.87,<0.001,7.00E-04,3,3,2,6,1,"Metro, < 0.25 million",Primary Composite,Asian,"Primary Composite, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O1A3M3
225,0.74,0.69,0.8,<0.001,0,4,3,2,6,1,"Metro, < 0.25 million",Primary Composite,Hispanic,"Primary Composite, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O1A3M4
226,0.44,0.42,0.45,<0.001,0,0,1,3,6,1,Non-metro,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A1M0
227,0.36,0.34,0.37,<0.001,0,1,1,3,6,1,Non-metro,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O1A1M1
228,0.51,0.47,0.55,<0.001,0,2,1,3,6,1,Non-metro,Primary Composite,Native American,"Primary Composite, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O1A1M2
229,0.5,0.43,0.58,<0.001,0,3,1,3,6,1,Non-metro,Primary Composite,Asian,"Primary Composite, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O1A1M3
230,0.75,0.71,0.8,<0.001,0,4,1,3,6,1,Non-metro,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O1A1M4
231,0.49,0.47,0.51,<0.001,0,0,2,3,6,1,Non-metro,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A2M0
232,0.4,0.38,0.41,<0.001,0,1,2,3,6,1,Non-metro,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O1A2M1
233,0.61,0.56,0.66,<0.001,0,2,2,3,6,1,Non-metro,Primary Composite,Native American,"Primary Composite, Adjustment Model 2, Native American (Vs. White), P-Value <0.001",O1A2M2
234,0.52,0.44,0.61,<0.001,0,3,2,3,6,1,Non-metro,Primary Composite,Asian,"Primary Composite, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O1A2M3
235,0.85,0.8,0.9,<0.001,0,4,2,3,6,1,Non-metro,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O1A2M4
236,0.59,0.57,0.61,<0.001,0,0,3,3,6,1,Non-metro,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A3M0
237,0.51,0.49,0.54,<0.001,0,1,3,3,6,1,Non-metro,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O1A3M1
238,0.58,0.53,0.63,<0.001,0,2,3,3,6,1,Non-metro,Primary Composite,Native American,"Primary Composite, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O1A3M2
239,0.46,0.39,0.55,<0.001,0,3,3,3,6,1,Non-metro,Primary Composite,Asian,"Primary Composite, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O1A3M3
240,0.91,0.86,0.97,0.004,0.0041,4,3,3,6,1,Non-metro,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 3, Hispanic (Vs. White), P-Value 0.004",O1A3M4
241,0.47,0.46,0.48,<0.001,0,0,1,0,7,1,Gini < 0.429,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A1M0
242,0.39,0.37,0.4,<0.001,0,1,1,0,7,1,Gini < 0.429,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O1A1M1
243,0.59,0.53,0.65,<0.001,0,2,1,0,7,1,Gini < 0.429,Primary Composite,Native American,"Primary Composite, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O1A1M2
244,0.51,0.48,0.55,<0.001,0,3,1,0,7,1,Gini < 0.429,Primary Composite,Asian,"Primary Composite, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O1A1M3
245,0.68,0.65,0.71,<0.001,0,4,1,0,7,1,Gini < 0.429,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O1A1M4
246,0.53,0.52,0.54,<0.001,0,0,2,0,7,1,Gini < 0.429,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A2M0
247,0.44,0.43,0.46,<0.001,0,1,2,0,7,1,Gini < 0.429,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O1A2M1
248,0.71,0.64,0.79,<0.001,0,2,2,0,7,1,Gini < 0.429,Primary Composite,Native American,"Primary Composite, Adjustment Model 2, Native American (Vs. White), P-Value <0.001",O1A2M2
249,0.52,0.48,0.56,<0.001,0,3,2,0,7,1,Gini < 0.429,Primary Composite,Asian,"Primary Composite, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O1A2M3
250,0.78,0.74,0.82,<0.001,0,4,2,0,7,1,Gini < 0.429,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O1A2M4
251,0.55,0.53,0.57,<0.001,0,0,3,0,7,1,Gini < 0.429,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A3M0
252,0.49,0.48,0.51,<0.001,0,1,3,0,7,1,Gini < 0.429,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O1A3M1
