lat,lon,perc,desc,race_ethn,race_ethn,r_e
-120.7,37.2,9.3,"Merced County, CA, African American 9.3%",1,1,African American
-120.7,37.2,4.9,"Merced County, CA, Asian 4.9%",3,3,Asian
-120.7,37.2,10.0,"Merced County, CA, Hispanic 10%",4,4,Hispanic
-120.7,41.6,25.0,"Modoc County, CA, White 25%",0,0,White
-118.9,37.9,20.0,"Mono County, CA, White 20%",0,0,White
-121.3,36.2,20.4,"Monterey County, CA, White 20.4%",0,0,White
-121.3,36.2,17.6,"Monterey County, CA, African American 17.6%",1,1,African American
-121.3,36.2,20.0,"Monterey County, CA, Asian 20%",3,3,Asian
-121.3,36.2,18.8,"Monterey County, CA, Hispanic 18.8%",4,4,Hispanic
-122.3,38.5,29.5,"Napa County, CA, White 29.5%",0,0,White
-122.3,38.5,7.7,"Napa County, CA, African American 7.7%",1,1,African American
-122.3,38.5,10.7,"Napa County, CA, Asian 10.7%",3,3,Asian
-122.3,38.5,9.8,"Napa County, CA, Hispanic 9.8%",4,4,Hispanic
-120.8,39.3,30.7,"Nevada County, CA, White 30.7%",0,0,White
-117.8,33.7,18.5,"Orange County, CA, White 18.5%",0,0,White
-117.8,33.7,6.3,"Orange County, CA, African American 6.3%",1,1,African American
-117.8,33.7,7.7,"Orange County, CA, Native American 7.7%",2,2,Native American
-117.8,33.7,7.3,"Orange County, CA, Asian 7.3%",3,3,Asian
-117.8,33.7,10.8,"Orange County, CA, Hispanic 10.8%",4,4,Hispanic
-120.7,39.1,28.7,"Placer County, CA, White 28.7%",0,0,White
-120.7,39.1,6.3,"Placer County, CA, Asian 6.3%",3,3,Asian
-120.7,39.1,21.6,"Placer County, CA, Hispanic 21.6%",4,4,Hispanic
-120.8,40.0,30.6,"Plumas County, CA, White 30.6%",0,0,White
-116.0,33.7,19.2,"Riverside County, CA, White 19.2%",0,0,White
-116.0,33.7,11.6,"Riverside County, CA, African American 11.6%",1,1,African American
-116.0,33.7,16.3,"Riverside County, CA, Native American 16.3%",2,2,Native American
-116.0,33.7,10.9,"Riverside County, CA, Asian 10.9%",3,3,Asian
-116.0,33.7,10.5,"Riverside County, CA, Hispanic 10.5%",4,4,Hispanic
-121.3,38.5,20.6,"Sacramento County, CA, White 20.6%",0,0,White
-121.3,38.5,12.1,"Sacramento County, CA, African American 12.1%",1,1,African American
-121.3,38.5,6.3,"Sacramento County, CA, Native American 6.3%",2,2,Native American
-121.3,38.5,12.0,"Sacramento County, CA, Asian 12%",3,3,Asian
-121.3,38.5,17.6,"Sacramento County, CA, Hispanic 17.6%",4,4,Hispanic
-121.1,36.6,18.8,"San Benito County, CA, White 18.8%",0,0,White
-121.1,36.6,12.3,"San Benito County, CA, Hispanic 12.3%",4,4,Hispanic
-116.2,34.9,14.1,"San Bernardino County, CA, White 14.1%",0,0,White
-116.2,34.9,10.3,"San Bernardino County, CA, African American 10.3%",1,1,African American
-116.2,34.9,16.0,"San Bernardino County, CA, Native American 16%",2,2,Native American
-116.2,34.9,10.7,"San Bernardino County, CA, Asian 10.7%",3,3,Asian
-116.2,34.9,10.7,"San Bernardino County, CA, Hispanic 10.7%",4,4,Hispanic
-116.8,33.0,24.2,"San Diego County, CA, White 24.2%",0,0,White
-116.8,33.0,10.3,"San Diego County, CA, African American 10.3%",1,1,African American
-116.8,33.0,23.4,"San Diego County, CA, Native American 23.4%",2,2,Native American
-116.8,33.0,12.7,"San Diego County, CA, Asian 12.7%",3,3,Asian
-116.8,33.0,17.0,"San Diego County, CA, Hispanic 17%",4,4,Hispanic
-123.0,37.7,13.2,"San Francisco County, CA, White 13.2%",0,0,White
-123.0,37.7,8.2,"San Francisco County, CA, African American 8.2%",1,1,African American
-123.0,37.7,8.3,"San Francisco County, CA, Native American 8.3%",2,2,Native American
-123.0,37.7,9.7,"San Francisco County, CA, Asian 9.7%",3,3,Asian
-123.0,37.7,12.7,"San Francisco County, CA, Hispanic 12.7%",4,4,Hispanic
-121.3,37.9,16.5,"San Joaquin County, CA, White 16.5%",0,0,White
-121.3,37.9,7.1,"San Joaquin County, CA, African American 7.1%",1,1,African American
-121.3,37.9,9.5,"San Joaquin County, CA, Asian 9.5%",3,3,Asian
-121.3,37.9,11.4,"San Joaquin County, CA, Hispanic 11.4%",4,4,Hispanic
-120.4,35.4,26.0,"San Luis Obispo County, CA, White 26%",0,0,White
-120.4,35.4,0.0,"San Luis Obispo County, CA, African American 0%",1,1,African American
-120.4,35.4,22.4,"San Luis Obispo County, CA, Hispanic 22.4%",4,4,Hispanic
-122.4,37.4,20.7,"San Mateo County, CA, White 20.7%",0,0,White
-122.4,37.4,9.6,"San Mateo County, CA, African American 9.6%",1,1,African American
-122.4,37.4,12.5,"San Mateo County, CA, Asian 12.5%",3,3,Asian
-122.4,37.4,17.8,"San Mateo County, CA, Hispanic 17.8%",4,4,Hispanic
-120.0,34.5,20.7,"Santa Barbara County, CA, White 20.7%",0,0,White
-120.0,34.5,12.5,"Santa Barbara County, CA, African American 12.5%",1,1,African American
-120.0,34.5,6.5,"Santa Barbara County, CA, Asian 6.5%",3,3,Asian
-120.0,34.5,16.9,"Santa Barbara County, CA, Hispanic 16.9%",4,4,Hispanic
-121.7,37.2,25.1,"Santa Clara County, CA, White 25.1%",0,0,White
-121.7,37.2,13.1,"Santa Clara County, CA, African American 13.1%",1,1,African American
-121.7,37.2,10.5,"Santa Clara County, CA, Native American 10.5%",2,2,Native American
-121.7,37.2,11.6,"Santa Clara County, CA, Asian 11.6%",3,3,Asian
-121.7,37.2,18.4,"Santa Clara County, CA, Hispanic 18.4%",4,4,Hispanic
-122.0,37.0,24.2,"Santa Cruz County, CA, White 24.2%",0,0,White
-122.0,37.0,10.3,"Santa Cruz County, CA, Asian 10.3%",3,3,Asian
-122.0,37.0,23.4,"Santa Cruz County, CA, Hispanic 23.4%",4,4,Hispanic
-122.0,40.8,25.1,"Shasta County, CA, White 25.1%",0,0,White
-122.0,40.8,21.4,"Shasta County, CA, Native American 21.4%",2,2,Native American
-122.0,40.8,0.0,"Shasta County, CA, Asian 0%",3,3,Asian
-122.0,40.8,17.4,"Shasta County, CA, Hispanic 17.4%",4,4,Hispanic
-122.5,41.6,24.2,"Siskiyou County, CA, White 24.2%",0,0,White
-121.9,38.3,23.1,"Solano County, CA, White 23.1%",0,0,White
-121.9,38.3,10.9,"Solano County, CA, African American 10.9%",1,1,African American
-121.9,38.3,8.8,"Solano County, CA, Asian 8.8%",3,3,Asian
-121.9,38.3,14.5,"Solano County, CA, Hispanic 14.5%",4,4,Hispanic
-122.9,38.5,33.1,"Sonoma County, CA, White 33.1%",0,0,White
-122.9,38.5,11.4,"Sonoma County, CA, African American 11.4%",1,1,African American
-122.9,38.5,26.1,"Sonoma County, CA, Native American 26.1%",2,2,Native American
-122.9,38.5,23.5,"Sonoma County, CA, Asian 23.5%",3,3,Asian
-122.9,38.5,23.0,"Sonoma County, CA, Hispanic 23%",4,4,Hispanic
-121.0,37.6,22.1,"Stanislaus County, CA, White 22.1%",0,0,White
-121.0,37.6,7.0,"Stanislaus County, CA, African American 7%",1,1,African American
-121.0,37.6,16.1,"Stanislaus County, CA, Asian 16.1%",3,3,Asian
-121.0,37.6,18.1,"Stanislaus County, CA, Hispanic 18.1%",4,4,Hispanic
-121.7,39.0,13.4,"Sutter County, CA, White 13.4%",0,0,White
-121.7,39.0,23.1,"Sutter County, CA, Asian 23.1%",3,3,Asian
-121.7,39.0,5.7,"Sutter County, CA, Hispanic 5.7%",4,4,Hispanic
-122.2,40.1,31.1,"Tehama County, CA, White 31.1%",0,0,White
-122.2,40.1,16.7,"Tehama County, CA, Hispanic 16.7%",4,4,Hispanic
-123.1,40.6,22.7,"Trinity County, CA, White 22.7%",0,0,White
-118.8,36.2,11.0,"Tulare County, CA, White 11%",0,0,White
-118.8,36.2,3.8,"Tulare County, CA, African American 3.8%",1,1,African American
-118.8,36.2,5.0,"Tulare County, CA, Asian 5%",3,3,Asian
-118.8,36.2,5.1,"Tulare County, CA, Hispanic 5.1%",4,4,Hispanic
-120.0,38.0,28.2,"Tuolumne County, CA, White 28.2%",0,0,White
-119.1,34.4,21.4,"Ventura County, CA, White 21.4%",0,0,White
-119.1,34.4,7.9,"Ventura County, CA, African American 7.9%",1,1,African American
-119.1,34.4,10.8,"Ventura County, CA, Asian 10.8%",3,3,Asian
-119.1,34.4,15.0,"Ventura County, CA, Hispanic 15%",4,4,Hispanic
-121.9,38.7,18.7,"Yolo County, CA, White 18.7%",0,0,White
-121.9,38.7,6.3,"Yolo County, CA, African American 6.3%",1,1,African American
-121.9,38.7,12.9,"Yolo County, CA, Asian 12.9%",3,3,Asian
-121.9,38.7,14.3,"Yolo County, CA, Hispanic 14.3%",4,4,Hispanic
-121.3,39.3,14.2,"Yuba County, CA, White 14.2%",0,0,White
-121.3,39.3,10.0,"Yuba County, CA, African American 10%",1,1,African American
-121.3,39.3,10.0,"Yuba County, CA, Asian 10%",3,3,Asian
-121.3,39.3,8.8,"Yuba County, CA, Hispanic 8.8%",4,4,Hispanic
-104.3,39.9,28.7,"Adams County, CO, White 28.7%",0,0,White
-104.3,39.9,15.8,"Adams County, CO, African American 15.8%",1,1,African American
-104.3,39.9,25.0,"Adams County, CO, Asian 25%",3,3,Asian
-104.3,39.9,22.9,"Adams County, CO, Hispanic 22.9%",4,4,Hispanic
-105.8,37.6,9.1,"Alamosa County, CO, White 9.1%",0,0,White
-105.8,37.6,28.6,"Alamosa County, CO, Hispanic 28.6%",4,4,Hispanic
-104.3,39.6,32.1,"Arapahoe County, CO, White 32.1%",0,0,White
-104.3,39.6,23.1,"Arapahoe County, CO, African American 23.1%",1,1,African American
-104.3,39.6,25.0,"Arapahoe County, CO, Asian 25%",3,3,Asian
-104.3,39.6,22.7,"Arapahoe County, CO, Hispanic 22.7%",4,4,Hispanic
-105.4,40.1,34.6,"Boulder County, CO, White 34.6%",0,0,White
-105.4,40.1,36.4,"Boulder County, CO, Asian 36.4%",3,3,Asian
-105.4,40.1,34.5,"Boulder County, CO, Hispanic 34.5%",4,4,Hispanic
-105.1,40.0,31.8,", , White 31.8%",0,0,White
-106.3,38.7,18.5,"Chaffee County, CO, White 18.5%",0,0,White
-106.2,37.2,17.9,"Conejos County, CO, Hispanic 17.9%",4,4,Hispanic
-107.9,38.9,35.0,"Delta County, CO, White 35%",0,0,White
-104.9,39.8,32.2,"Denver County, CO, White 32.2%",0,0,White
-104.9,39.8,22.9,"Denver County, CO, African American 22.9%",1,1,African American
-104.9,39.8,8.3,"Denver County, CO, Native American 8.3%",2,2,Native American
-104.9,39.8,20.8,"Denver County, CO, Asian 20.8%",3,3,Asian
-104.9,39.8,24.4,"Denver County, CO, Hispanic 24.4%",4,4,Hispanic
-104.9,39.3,33.3,"Douglas County, CO, White 33.3%",0,0,White
-104.1,39.3,23.8,"Elbert County, CO, White 23.8%",0,0,White
-104.5,38.8,31.5,"El Paso County, CO, White 31.5%",0,0,White
-104.5,38.8,9.4,"El Paso County, CO, African American 9.4%",1,1,African American
-104.5,38.8,33.3,"El Paso County, CO, Asian 33.3%",3,3,Asian
-104.5,38.8,29.6,"El Paso County, CO, Hispanic 29.6%",4,4,Hispanic
-105.4,38.5,32.5,"Fremont County, CO, White 32.5%",0,0,White
-107.9,39.6,16.7,"Garfield County, CO, White 16.7%",0,0,White
-105.0,37.7,28.6,"Huerfano County, CO, Hispanic 28.6%",4,4,Hispanic
-105.2,39.6,36.7,"Jefferson County, CO, White 36.7%",0,0,White
-105.2,39.6,30.0,"Jefferson County, CO, African American 30%",1,1,African American
-105.2,39.6,7.1,"Jefferson County, CO, Asian 7.1%",3,3,Asian
-105.2,39.6,29.1,"Jefferson County, CO, Hispanic 29.1%",4,4,Hispanic
-107.8,37.3,48.4,"La Plata County, CO, White 48.4%",0,0,White
-107.8,37.3,29.4,"La Plata County, CO, Native American 29.4%",2,2,Native American
-105.5,40.7,37.5,"Larimer County, CO, White 37.5%",0,0,White
-105.5,40.7,24.4,"Larimer County, CO, Hispanic 24.4%",4,4,Hispanic
-104.0,37.3,22.2,"Las Animas County, CO, White 22.2%",0,0,White
-104.0,37.3,23.5,"Las Animas County, CO, Hispanic 23.5%",4,4,Hispanic
-103.1,40.7,25.0,"Logan County, CO, White 25%",0,0,White
-108.5,39.0,37.2,"Mesa County, CO, White 37.2%",0,0,White
-108.5,39.0,19.4,"Mesa County, CO, Hispanic 19.4%",4,4,Hispanic
-108.6,37.3,27.8,"Montezuma County, CO, White 27.8%",0,0,White
-108.6,37.3,12.5,"Montezuma County, CO, Native American 12.5%",2,2,Native American
-108.3,38.4,38.6,"Montrose County, CO, White 38.6%",0,0,White
-108.3,38.4,9.1,"Montrose County, CO, Hispanic 9.1%",4,4,Hispanic
-103.8,40.3,28.0,"Morgan County, CO, White 28%",0,0,White
-103.8,40.3,40.0,"Morgan County, CO, Hispanic 40%",4,4,Hispanic
-103.7,37.9,24.1,"Otero County, CO, White 24.1%",0,0,White
-103.7,37.9,35.7,"Otero County, CO, Hispanic 35.7%",4,4,Hispanic
-102.4,38.0,31.0,"Prowers County, CO, White 31%",0,0,White
-102.4,38.0,35.7,"Prowers County, CO, Hispanic 35.7%",4,4,Hispanic
-104.5,38.2,26.2,"Pueblo County, CO, White 26.2%",0,0,White
-104.5,38.2,22.2,"Pueblo County, CO, African American 22.2%",1,1,African American
-104.5,38.2,29.4,"Pueblo County, CO, Hispanic 29.4%",4,4,Hispanic
-106.5,37.5,0.0,"Rio Grande County, CO, White 0%",0,0,White
-106.5,37.5,33.3,"Rio Grande County, CO, Hispanic 33.3%",4,4,Hispanic
-105.2,38.9,25.0,"Teller County, CO, White 25%",0,0,White
-104.4,40.6,29.0,"Weld County, CO, White 29%",0,0,White
-104.4,40.6,37.5,"Weld County, CO, Hispanic 37.5%",4,4,Hispanic
-102.4,40.0,42.1,"Yuma County, CO, White 42.1%",0,0,White
-73.4,41.2,17.9,"Fairfield County, CT, White 17.9%",0,0,White
-73.4,41.2,8.3,"Fairfield County, CT, African American 8.3%",1,1,African American
-73.4,41.2,9.7,"Fairfield County, CT, Asian 9.7%",3,3,Asian
-73.4,41.2,12.1,"Fairfield County, CT, Hispanic 12.1%",4,4,Hispanic
-72.7,41.8,25.5,"Hartford County, CT, White 25.5%",0,0,White
-72.7,41.8,14.9,"Hartford County, CT, African American 14.9%",1,1,African American
-72.7,41.8,20.0,"Hartford County, CT, Asian 20%",3,3,Asian
-72.7,41.8,17.0,"Hartford County, CT, Hispanic 17%",4,4,Hispanic
-73.2,41.8,28.9,"Litchfield County, CT, White 28.9%",0,0,White
-73.2,41.8,23.1,"Litchfield County, CT, African American 23.1%",1,1,African American
-72.5,41.4,38.2,"Middlesex County, CT, White 38.2%",0,0,White
-72.5,41.4,23.3,"Middlesex County, CT, African American 23.3%",1,1,African American
-72.9,41.3,24.7,"New Haven County, CT, White 24.7%",0,0,White
-72.9,41.3,14.0,"New Haven County, CT, African American 14%",1,1,African American
-72.9,41.3,5.3,"New Haven County, CT, Asian 5.3%",3,3,Asian
-72.9,41.3,17.8,"New Haven County, CT, Hispanic 17.8%",4,4,Hispanic
-72.1,41.5,24.9,"New London County, CT, White 24.9%",0,0,White
-72.1,41.5,15.9,"New London County, CT, African American 15.9%",1,1,African American
-72.1,41.5,20.0,"New London County, CT, Native American 20%",2,2,Native American
-72.1,41.5,30.0,"New London County, CT, Asian 30%",3,3,Asian
-72.1,41.5,5.0,"New London County, CT, Hispanic 5%",4,4,Hispanic
-72.3,41.9,22.3,"Tolland County, CT, White 22.3%",0,0,White
-72.0,41.8,18.2,"Windham County, CT, White 18.2%",0,0,White
-72.0,41.8,10.0,"Windham County, CT, Hispanic 10%",4,4,Hispanic
-75.5,39.1,17.9,"Kent County, DE, White 17.9%",0,0,White
-75.5,39.1,9.2,"Kent County, DE, African American 9.2%",1,1,African American
-75.6,39.6,16.6,"New Castle County, DE, White 16.6%",0,0,White
-75.6,39.6,12.2,"New Castle County, DE, African American 12.2%",1,1,African American
-75.6,39.6,18.2,"New Castle County, DE, Asian 18.2%",3,3,Asian
-75.6,39.6,4.3,"New Castle County, DE, Hispanic 4.3%",4,4,Hispanic
-75.3,38.7,17.8,"Sussex County, DE, White 17.8%",0,0,White
-75.3,38.7,14.9,"Sussex County, DE, African American 14.9%",1,1,African American
-77.0,38.9,13.8,", , White 13.8%",0,0,White
-77.0,38.9,3.0,", , African American 3%",1,1,African American
-77.0,38.9,0.0,", , Asian 0%",3,3,Asian
-77.0,38.9,3.7,", , Hispanic 3.7%",4,4,Hispanic
-82.4,29.7,20.2,"Alachua County, FL, White 20.2%",0,0,White
-82.4,29.7,7.8,"Alachua County, FL, African American 7.8%",1,1,African American
-82.4,29.7,12.5,"Alachua County, FL, Hispanic 12.5%",4,4,Hispanic
-82.3,30.3,32.1,"Baker County, FL, White 32.1%",0,0,White
-82.3,30.3,0.0,"Baker County, FL, African American 0%",1,1,African American
-85.6,30.2,13.3,"Bay County, FL, White 13.3%",0,0,White
-85.6,30.2,6.7,"Bay County, FL, African American 6.7%",1,1,African American
-85.6,30.2,0.0,"Bay County, FL, Asian 0%",3,3,Asian
-82.2,29.9,18.8,"Bradford County, FL, White 18.8%",0,0,White
-82.2,29.9,4.5,"Bradford County, FL, African American 4.5%",1,1,African American
-80.7,28.3,29.6,"Brevard County, FL, White 29.6%",0,0,White
-80.7,28.3,14.7,"Brevard County, FL, African American 14.7%",1,1,African American
-80.7,28.3,20.0,"Brevard County, FL, Asian 20%",3,3,Asian
-80.7,28.3,26.6,"Brevard County, FL, Hispanic 26.6%",4,4,Hispanic
-80.5,26.2,20.1,"Broward County, FL, White 20.1%",0,0,White
-80.5,26.2,9.5,"Broward County, FL, African American 9.5%",1,1,African American
-80.5,26.2,0.0,"Broward County, FL, Native American 0%",2,2,Native American
-80.5,26.2,12.7,"Broward County, FL, Asian 12.7%",3,3,Asian
-80.5,26.2,14.9,"Broward County, FL, Hispanic 14.9%",4,4,Hispanic
-85.2,30.4,36.0,"Calhoun County, FL, White 36%",0,0,White
-85.2,30.4,30.0,"Calhoun County, FL, African American 30%",1,1,African American
-81.9,26.9,23.0,"Charlotte County, FL, White 23%",0,0,White
-81.9,26.9,16.4,"Charlotte County, FL, African American 16.4%",1,1,African American
-81.9,26.9,16.7,"Charlotte County, FL, Hispanic 16.7%",4,4,Hispanic
-82.5,28.8,32.6,"Citrus County, FL, White 32.6%",0,0,White
-82.5,28.8,19.2,"Citrus County, FL, African American 19.2%",1,1,African American
-82.5,28.8,31.3,"Citrus County, FL, Hispanic 31.3%",4,4,Hispanic
-81.9,30.0,16.2,"Clay County, FL, White 16.2%",0,0,White
-81.9,30.0,14.1,"Clay County, FL, African American 14.1%",1,1,African American
-81.9,30.0,8.3,"Clay County, FL, Hispanic 8.3%",4,4,Hispanic
-81.4,26.1,33.4,"Collier County, FL, White 33.4%",0,0,White
-81.4,26.1,15.0,"Collier County, FL, African American 15%",1,1,African American
-81.4,26.1,20.7,"Collier County, FL, Hispanic 20.7%",4,4,Hispanic
-82.6,30.2,23.1,"Columbia County, FL, White 23.1%",0,0,White
-82.6,30.2,9.5,"Columbia County, FL, African American 9.5%",1,1,African American
-81.8,27.2,29.0,"DeSoto County, FL, White 29%",0,0,White
-81.8,27.2,16.7,"DeSoto County, FL, African American 16.7%",1,1,African American
-83.2,29.6,20.6,"Dixie County, FL, White 20.6%",0,0,White
-83.2,29.6,9.1,"Dixie County, FL, African American 9.1%",1,1,African American
-81.6,30.3,20.2,"Duval County, FL, White 20.2%",0,0,White
-81.6,30.3,10.1,"Duval County, FL, African American 10.1%",1,1,African American
-81.6,30.3,8.1,"Duval County, FL, Asian 8.1%",3,3,Asian
-81.6,30.3,23.3,"Duval County, FL, Hispanic 23.3%",4,4,Hispanic
-87.3,30.6,29.6,"Escambia County, FL, White 29.6%",0,0,White
-87.3,30.6,17.3,"Escambia County, FL, African American 17.3%",1,1,African American
-87.3,30.6,9.1,"Escambia County, FL, Asian 9.1%",3,3,Asian
-87.3,30.6,6.3,"Escambia County, FL, Hispanic 6.3%",4,4,Hispanic
-81.3,29.5,22.1,"Flagler County, FL, White 22.1%",0,0,White
-81.3,29.5,20.6,"Flagler County, FL, African American 20.6%",1,1,African American
-81.3,29.5,16.7,"Flagler County, FL, Hispanic 16.7%",4,4,Hispanic
-84.8,29.8,13.6,"Franklin County, FL, White 13.6%",0,0,White
-84.6,30.6,20.6,"Gadsden County, FL, White 20.6%",0,0,White
-84.6,30.6,11.3,"Gadsden County, FL, African American 11.3%",1,1,African American
-82.8,29.7,20.7,"Gilchrist County, FL, White 20.7%",0,0,White
-81.2,27.0,57.1,"Glades County, FL, White 57.1%",0,0,White
-85.3,29.9,12.9,"Gulf County, FL, White 12.9%",0,0,White
-85.3,29.9,11.1,"Gulf County, FL, African American 11.1%",1,1,African American
-83.0,30.5,9.1,"Hamilton County, FL, White 9.1%",0,0,White
-83.0,30.5,11.1,"Hamilton County, FL, African American 11.1%",1,1,African American
-81.8,27.5,25.7,"Hardee County, FL, White 25.7%",0,0,White
-81.8,27.5,18.2,"Hardee County, FL, African American 18.2%",1,1,African American
-81.8,27.5,4.8,"Hardee County, FL, Hispanic 4.8%",4,4,Hispanic
-81.2,26.5,34.5,"Hendry County, FL, White 34.5%",0,0,White
-81.2,26.5,6.3,"Hendry County, FL, African American 6.3%",1,1,African American
-81.2,26.5,23.5,"Hendry County, FL, Hispanic 23.5%",4,4,Hispanic
-82.5,28.6,23.1,"Hernando County, FL, White 23.1%",0,0,White
-82.5,28.6,10.6,"Hernando County, FL, African American 10.6%",1,1,African American
-82.5,28.6,11.1,"Hernando County, FL, Hispanic 11.1%",4,4,Hispanic
-81.3,27.3,34.0,"Highlands County, FL, White 34%",0,0,White
-81.3,27.3,29.9,"Highlands County, FL, African American 29.9%",1,1,African American
-81.3,27.3,18.4,"Highlands County, FL, Hispanic 18.4%",4,4,Hispanic
