aor,low,hi,pChar,pNum,minority,adj,lev,var,outcome,desc,oam
0.5,0.49,0.51,<0.001,0,1,3,1,12,2,For profit unit,O2A3M1
0.76,0.71,0.8,<0.001,0,2,3,1,12,2,For profit unit,O2A3M2
0.55,0.53,0.57,<0.001,0,3,3,1,12,2,For profit unit,O2A3M3
0.71,0.7,0.73,<0.001,0,4,3,1,12,2,For profit unit,O2A3M4
0.43,0.41,0.44,<0.001,0,0,1,0,13,2,Hospital-based unit,O2A1M0
0.38,0.36,0.39,<0.001,0,1,1,0,13,2,Hospital-based unit,O2A1M1
0.64,0.57,0.71,<0.001,0,2,1,0,13,2,Hospital-based unit,O2A1M2
0.48,0.44,0.52,<0.001,0,3,1,0,13,2,Hospital-based unit,O2A1M3
0.52,0.49,0.55,<0.001,0,4,1,0,13,2,Hospital-based unit,O2A1M4
0.48,0.47,0.5,<0.001,0,0,2,0,13,2,Hospital-based unit,O2A2M0
0.42,0.41,0.44,<0.001,0,1,2,0,13,2,Hospital-based unit,O2A2M1
0.74,0.67,0.83,<0.001,0,2,2,0,13,2,Hospital-based unit,O2A2M2
0.5,0.46,0.54,<0.001,0,3,2,0,13,2,Hospital-based unit,O2A2M3
0.59,0.56,0.63,<0.001,0,4,2,0,13,2,Hospital-based unit,O2A2M4
0.59,0.57,0.61,<0.001,0,0,3,0,13,2,Hospital-based unit,O2A3M0
0.54,0.52,0.57,<0.001,0,1,3,0,13,2,Hospital-based unit,O2A3M1
0.65,0.58,0.73,<0.001,0,2,3,0,13,2,Hospital-based unit,O2A3M2
0.55,0.5,0.6,<0.001,0,3,3,0,13,2,Hospital-based unit,O2A3M3
0.75,0.7,0.8,<0.001,0,4,3,0,13,2,Hospital-based unit,O2A3M4
0.43,0.42,0.44,<0.001,0,0,1,1,13,2,Independent unit,O2A1M0
0.4,0.39,0.41,<0.001,0,1,1,1,13,2,Independent unit,O2A1M1
0.66,0.58,0.74,<0.001,0,2,1,1,13,2,Independent unit,O2A1M2
0.46,0.43,0.49,<0.001,0,3,1,1,13,2,Independent unit,O2A1M3
0.47,0.45,0.49,<0.001,0,4,1,1,13,2,Independent unit,O2A1M4
0.47,0.46,0.48,<0.001,0,0,2,1,13,2,Independent unit,O2A2M0
0.44,0.43,0.45,<0.001,0,1,2,1,13,2,Independent unit,O2A2M1
0.76,0.67,0.87,<0.001,0,2,2,1,13,2,Independent unit,O2A2M2
0.46,0.42,0.49,<0.001,0,3,2,1,13,2,Independent unit,O2A2M3
0.51,0.49,0.53,<0.001,0,4,2,1,13,2,Independent unit,O2A2M4
0.58,0.56,0.6,<0.001,0,0,3,1,13,2,Independent unit,O2A3M0
0.52,0.5,0.54,<0.001,0,1,3,1,13,2,Independent unit,O2A3M1
0.69,0.61,0.79,<0.001,0,2,3,1,13,2,Independent unit,O2A3M2
0.57,0.53,0.61,<0.001,0,3,3,1,13,2,Independent unit,O2A3M3
0.71,0.68,0.75,<0.001,0,4,3,1,13,2,Independent unit,O2A3M4
0.47,0.45,0.5,<0.001,0,0,1,2,13,2,Chain of 2-99 units,O2A1M0
0.38,0.36,0.41,<0.001,0,1,1,2,13,2,Chain of 2-99 units,O2A1M1
0.9,0.64,1.26,0.53,0.5301,2,1,2,13,2,Chain of 2-99 units,O2A1M2
0.55,0.49,0.61,<0.001,0,3,1,2,13,2,Chain of 2-99 units,O2A1M3
0.65,0.6,0.7,<0.001,0,4,1,2,13,2,Chain of 2-99 units,O2A1M4
0.52,0.5,0.55,<0.001,0,0,2,2,13,2,Chain of 2-99 units,O2A2M0
0.43,0.4,0.46,<0.001,0,1,2,2,13,2,Chain of 2-99 units,O2A2M1
1.04,0.74,1.46,0.825,0.8248,2,2,2,13,2,Chain of 2-99 units,O2A2M2
0.54,0.49,0.6,<0.001,0,3,2,2,13,2,Chain of 2-99 units,O2A2M3
0.72,0.67,0.78,<0.001,0,4,2,2,13,2,Chain of 2-99 units,O2A2M4
0.57,0.54,0.6,<0.001,0,0,3,2,13,2,Chain of 2-99 units,O2A3M0
0.49,0.46,0.52,<0.001,0,1,3,2,13,2,Chain of 2-99 units,O2A3M1
1.02,0.72,1.44,0.925,0.9247,2,3,2,13,2,Chain of 2-99 units,O2A3M2
0.57,0.5,0.64,<0.001,0,3,3,2,13,2,Chain of 2-99 units,O2A3M3
0.77,0.71,0.84,<0.001,0,4,3,2,13,2,Chain of 2-99 units,O2A3M4
0.44,0.43,0.44,<0.001,0,0,1,3,13,2,Chain of 100 or more units,O2A1M0
0.4,0.39,0.4,<0.001,0,1,1,3,13,2,Chain of 100 or more units,O2A1M1
0.66,0.62,0.7,<0.001,0,2,1,3,13,2,Chain of 100 or more units,O2A1M2
0.51,0.49,0.53,<0.001,0,3,1,3,13,2,Chain of 100 or more units,O2A1M3
0.51,0.5,0.52,<0.001,0,4,1,3,13,2,Chain of 100 or more units,O2A1M4
0.48,0.48,0.49,<0.001,0,0,2,3,13,2,Chain of 100 or more units,O2A2M0
0.45,0.44,0.45,<0.001,0,1,2,3,13,2,Chain of 100 or more units,O2A2M1
0.78,0.73,0.83,<0.001,0,2,2,3,13,2,Chain of 100 or more units,O2A2M2
0.5,0.48,0.52,<0.001,0,3,2,3,13,2,Chain of 100 or more units,O2A2M3
0.56,0.54,0.57,<0.001,0,4,2,3,13,2,Chain of 100 or more units,O2A2M4
0.56,0.56,0.57,<0.001,0,0,3,3,13,2,Chain of 100 or more units,O2A3M0
0.51,0.5,0.52,<0.001,0,1,3,3,13,2,Chain of 100 or more units,O2A3M1
0.77,0.73,0.82,<0.001,0,2,3,3,13,2,Chain of 100 or more units,O2A3M2
0.56,0.53,0.58,<0.001,0,3,3,3,13,2,Chain of 100 or more units,O2A3M3
0.71,0.69,0.73,<0.001,0,4,3,3,13,2,Chain of 100 or more units,O2A3M4
0.43,0.43,0.44,<0.001,0,0,1,0,14,2,Medicare parts A/B,O2A1M0
0.4,0.39,0.4,<0.001,0,1,1,0,14,2,Medicare parts A/B,O2A1M1
0.66,0.62,0.69,<0.001,0,2,1,0,14,2,Medicare parts A/B,O2A1M2
0.46,0.44,0.48,<0.001,0,3,1,0,14,2,Medicare parts A/B,O2A1M3
0.5,0.49,0.51,<0.001,0,4,1,0,14,2,Medicare parts A/B,O2A1M4
0.48,0.47,0.48,<0.001,0,0,2,0,14,2,Medicare parts A/B,O2A2M0
0.44,0.44,0.45,<0.001,0,1,2,0,14,2,Medicare parts A/B,O2A2M1
0.77,0.73,0.81,<0.001,0,2,2,0,14,2,Medicare parts A/B,O2A2M2
0.46,0.45,0.48,<0.001,0,3,2,0,14,2,Medicare parts A/B,O2A2M3
0.56,0.54,0.57,<0.001,0,4,2,0,14,2,Medicare parts A/B,O2A2M4
0.56,0.55,0.56,<0.001,0,0,3,0,14,2,Medicare parts A/B,O2A3M0
0.51,0.5,0.52,<0.001,0,1,3,0,14,2,Medicare parts A/B,O2A3M1
0.73,0.69,0.77,<0.001,0,2,3,0,14,2,Medicare parts A/B,O2A3M2
0.52,0.5,0.55,<0.001,0,3,3,0,14,2,Medicare parts A/B,O2A3M3
0.7,0.69,0.72,<0.001,0,4,3,0,14,2,Medicare parts A/B,O2A3M4
0.59,0.55,0.63,<0.001,0,0,1,1,14,2,"Medicare primary, other",O2A1M0
0.5,0.45,0.55,<0.001,0,1,1,1,14,2,"Medicare primary, other",O2A1M1
0.96,0.76,1.21,0.73,0.7302,2,1,1,14,2,"Medicare primary, other",O2A1M2
0.76,0.67,0.85,<0.001,0,3,1,1,14,2,"Medicare primary, other",O2A1M3
0.59,0.53,0.65,<0.001,0,4,1,1,14,2,"Medicare primary, other",O2A1M4
0.56,0.52,0.6,<0.001,0,0,2,1,14,2,"Medicare primary, other",O2A2M0
0.51,0.46,0.56,<0.001,0,1,2,1,14,2,"Medicare primary, other",O2A2M1
0.97,0.76,1.23,0.801,0.8014,2,2,1,14,2,"Medicare primary, other",O2A2M2
0.64,0.56,0.72,<0.001,0,3,2,1,14,2,"Medicare primary, other",O2A2M3
0.54,0.48,0.6,<0.001,0,4,2,1,14,2,"Medicare primary, other",O2A2M4
0.65,0.6,0.71,<0.001,0,0,3,1,14,2,"Medicare primary, other",O2A3M0
0.6,0.54,0.66,<0.001,0,1,3,1,14,2,"Medicare primary, other",O2A3M1
0.8,0.62,1.03,0.082,0.0815,2,3,1,14,2,"Medicare primary, other",O2A3M2
0.73,0.63,0.83,<0.001,0,3,3,1,14,2,"Medicare primary, other",O2A3M3
0.69,0.61,0.79,<0.001,0,4,3,1,14,2,"Medicare primary, other",O2A3M4
0.52,0.49,0.56,<0.001,0,0,1,2,14,2,"Medicare secondary, EGHP",O2A1M0
0.44,0.4,0.47,<0.001,0,1,1,2,14,2,"Medicare secondary, EGHP",O2A1M1
0.81,0.58,1.12,0.199,0.1991,2,1,2,14,2,"Medicare secondary, EGHP",O2A1M2
0.59,0.49,0.72,<0.001,0,3,1,2,14,2,"Medicare secondary, EGHP",O2A1M3
0.76,0.68,0.86,<0.001,0,4,1,2,14,2,"Medicare secondary, EGHP",O2A1M4
0.54,0.5,0.57,<0.001,0,0,2,2,14,2,"Medicare secondary, EGHP",O2A2M0
0.45,0.41,0.49,<0.001,0,1,2,2,14,2,"Medicare secondary, EGHP",O2A2M1
0.82,0.59,1.14,0.235,0.2348,2,2,2,14,2,"Medicare secondary, EGHP",O2A2M2
0.59,0.49,0.72,<0.001,0,3,2,2,14,2,"Medicare secondary, EGHP",O2A2M3
0.78,0.69,0.88,<0.001,0,4,2,2,14,2,"Medicare secondary, EGHP",O2A2M4
0.58,0.54,0.62,<0.001,0,0,3,2,14,2,"Medicare secondary, EGHP",O2A3M0
0.48,0.44,0.52,<0.001,0,1,3,2,14,2,"Medicare secondary, EGHP",O2A3M1
0.82,0.59,1.15,0.249,0.2489,2,3,2,14,2,"Medicare secondary, EGHP",O2A3M2
0.6,0.49,0.75,<0.001,0,3,3,2,14,2,"Medicare secondary, EGHP",O2A3M3
0.88,0.77,0.99,0.039,0.0395,4,3,2,14,2,"Medicare secondary, EGHP",O2A3M4
0.56,0.49,0.65,<0.001,0,0,1,3,14,2,"Medicare secondary, non-EGHP",O2A1M0
0.52,0.44,0.61,<0.001,0,1,1,3,14,2,"Medicare secondary, non-EGHP",O2A1M1
0.82,0.44,1.54,0.541,0.5408,2,1,3,14,2,"Medicare secondary, non-EGHP",O2A1M2
0.98,0.55,1.72,0.934,0.9339,3,1,3,14,2,"Medicare secondary, non-EGHP",O2A1M3
0.66,0.5,0.86,0.003,0.0028,4,1,3,14,2,"Medicare secondary, non-EGHP",O2A1M4
0.64,0.55,0.74,<0.001,0,0,2,3,14,2,"Medicare secondary, non-EGHP",O2A2M0
0.59,0.5,0.69,<0.001,0,1,2,3,14,2,"Medicare secondary, non-EGHP",O2A2M1
0.99,0.52,1.89,0.986,0.9862,2,2,3,14,2,"Medicare secondary, non-EGHP",O2A2M2
1.04,0.59,1.86,0.881,0.8814,3,2,3,14,2,"Medicare secondary, non-EGHP",O2A2M3
0.74,0.56,0.99,0.041,0.0407,4,2,3,14,2,"Medicare secondary, non-EGHP",O2A2M4
0.69,0.58,0.82,<0.001,0,0,3,3,14,2,"Medicare secondary, non-EGHP",O2A3M0
0.62,0.51,0.74,<0.001,0,1,3,3,14,2,"Medicare secondary, non-EGHP",O2A3M1
0.94,0.47,1.87,0.854,0.8536,2,3,3,14,2,"Medicare secondary, non-EGHP",O2A3M2
1.28,0.7,2.36,0.423,0.4232,3,3,3,14,2,"Medicare secondary, non-EGHP",O2A3M3
0.89,0.65,1.21,0.467,0.4666,4,3,3,14,2,"Medicare secondary, non-EGHP",O2A3M4
0.5,0.48,0.51,<0.001,0,0,1,4,14,2,HMO insurance,O2A1M0
0.43,0.41,0.45,<0.001,0,1,1,4,14,2,HMO insurance,O2A1M1
0.67,0.5,0.9,0.008,0.0079,2,1,4,14,2,HMO insurance,O2A1M2
0.61,0.57,0.66,<0.001,0,3,1,4,14,2,HMO insurance,O2A1M3
0.56,0.53,0.58,<0.001,0,4,1,4,14,2,HMO insurance,O2A1M4
0.52,0.5,0.54,<0.001,0,0,2,4,14,2,HMO insurance,O2A2M0
0.45,0.43,0.46,<0.001,0,1,2,4,14,2,HMO insurance,O2A2M1
0.75,0.55,1.01,0.055,0.0554,2,2,4,14,2,HMO insurance,O2A2M2
0.62,0.58,0.67,<0.001,0,3,2,4,14,2,HMO insurance,O2A2M3
0.59,0.57,0.62,<0.001,0,4,2,4,14,2,HMO insurance,O2A2M4
0.6,0.58,0.62,<0.001,0,0,3,4,14,2,HMO insurance,O2A3M0
0.52,0.5,0.54,<0.001,0,1,3,4,14,2,HMO insurance,O2A3M1
0.7,0.52,0.95,0.022,0.0221,2,3,4,14,2,HMO insurance,O2A3M2
0.6,0.56,0.65,<0.001,0,3,3,4,14,2,HMO insurance,O2A3M3
0.74,0.71,0.78,<0.001,0,4,3,4,14,2,HMO insurance,O2A3M4
0.39,0.31,0.5,<0.001,0,0,1,5,14,2,90-day wait for Medicare,O2A1M0
0.36,0.27,0.48,<0.001,0,1,1,5,14,2,90-day wait for Medicare,O2A1M1
1.06,0.33,3.4,0.925,0.9246,2,1,5,14,2,90-day wait for Medicare,O2A1M2
0.54,0.25,1.18,0.121,0.1215,3,1,5,14,2,90-day wait for Medicare,O2A1M3
0.42,0.28,0.62,<0.001,0,4,1,5,14,2,90-day wait for Medicare,O2A1M4
0.4,0.32,0.52,<0.001,0,0,2,5,14,2,90-day wait for Medicare,O2A2M0
0.37,0.28,0.5,<0.001,0,1,2,5,14,2,90-day wait for Medicare,O2A2M1
1.07,0.33,3.43,0.915,0.9153,2,2,5,14,2,90-day wait for Medicare,O2A2M2
0.5,0.23,1.11,0.088,0.0885,3,2,5,14,2,90-day wait for Medicare,O2A2M3
0.42,0.28,0.63,<0.001,0,4,2,5,14,2,90-day wait for Medicare,O2A2M4
0.54,0.41,0.71,<0.001,0,0,3,5,14,2,90-day wait for Medicare,O2A3M0
0.47,0.34,0.65,<0.001,0,1,3,5,14,2,90-day wait for Medicare,O2A3M1
1.28,0.39,4.17,0.684,0.6838,2,3,5,14,2,90-day wait for Medicare,O2A3M2
0.58,0.24,1.4,0.229,0.2287,3,3,5,14,2,90-day wait for Medicare,O2A3M3
0.67,0.43,1.04,0.074,0.0736,4,3,5,14,2,90-day wait for Medicare,O2A3M4
0.5,0.48,0.52,<0.001,0,0,1,6,14,2,Other insurance,O2A1M0
0.44,0.42,0.46,<0.001,0,1,1,6,14,2,Other insurance,O2A1M1
0.96,0.83,1.11,0.561,0.5605,2,1,6,14,2,Other insurance,O2A1M2
0.59,0.54,0.66,<0.001,0,3,1,6,14,2,Other insurance,O2A1M3
0.58,0.55,0.62,<0.001,0,4,1,6,14,2,Other insurance,O2A1M4
0.49,0.47,0.52,<0.001,0,0,2,6,14,2,Other insurance,O2A2M0
0.44,0.42,0.47,<0.001,0,1,2,6,14,2,Other insurance,O2A2M1
0.96,0.83,1.11,0.574,0.5737,2,2,6,14,2,Other insurance,O2A2M2
0.54,0.49,0.6,<0.001,0,3,2,6,14,2,Other insurance,O2A2M3
0.55,0.52,0.59,<0.001,0,4,2,6,14,2,Other insurance,O2A2M4
0.61,0.58,0.64,<0.001,0,0,3,6,14,2,Other insurance,O2A3M0
0.53,0.5,0.57,<0.001,0,1,3,6,14,2,Other insurance,O2A3M1
0.9,0.75,1.08,0.258,0.2576,2,3,6,14,2,Other insurance,O2A3M2
0.65,0.57,0.74,<0.001,0,3,3,6,14,2,Other insurance,O2A3M3
0.76,0.7,0.83,<0.001,0,4,3,6,14,2,Other insurance,O2A3M4
0.55,0.53,0.57,<0.001,0,0,1,0,2,3,2000-05,O3A1M0
0.49,0.47,0.51,<0.001,0,1,1,0,2,3,2000-05,O3A1M1
0.66,0.56,0.77,<0.001,0,2,1,0,2,3,2000-05,O3A1M2
0.53,0.47,0.59,<0.001,0,3,1,0,2,3,2000-05,O3A1M3
0.7,0.67,0.74,<0.001,0,4,1,0,2,3,2000-05,O3A1M4
0.61,0.59,0.63,<0.001,0,0,2,0,2,3,2000-05,O3A2M0
0.55,0.52,0.57,<0.001,0,1,2,0,2,3,2000-05,O3A2M1
0.76,0.64,0.89,0.001,0.001,2,2,0,2,3,2000-05,O3A2M2
0.54,0.48,0.6,<0.001,0,3,2,0,2,3,2000-05,O3A2M3
0.77,0.73,0.81,<0.001,0,4,2,0,2,3,2000-05,O3A2M4
0.64,0.62,0.66,<0.001,0,0,3,0,2,3,2000-05,O3A3M0
0.56,0.54,0.59,<0.001,0,1,3,0,2,3,2000-05,O3A3M1
0.73,0.62,0.87,<0.001,4.00E-04,2,3,0,2,3,2000-05,O3A3M2
0.55,0.49,0.62,<0.001,0,3,3,0,2,3,2000-05,O3A3M3
0.87,0.83,0.93,<0.001,0,4,3,0,2,3,2000-05,O3A3M4
0.48,0.48,0.49,<0.001,0,0,1,1,2,3,2006-12,O3A1M0
0.45,0.44,0.46,<0.001,0,1,1,1,2,3,2006-12,O3A1M1
0.53,0.49,0.58,<0.001,0,2,1,1,2,3,2006-12,O3A1M2
0.48,0.46,0.5,<0.001,0,3,1,1,2,3,2006-12,O3A1M3
0.56,0.55,0.57,<0.001,0,4,1,1,2,3,2006-12,O3A1M4
0.54,0.53,0.55,<0.001,0,0,2,1,2,3,2006-12,O3A2M0
0.51,0.5,0.52,<0.001,0,1,2,1,2,3,2006-12,O3A2M1
0.64,0.59,0.69,<0.001,0,2,2,1,2,3,2006-12,O3A2M2
0.48,0.46,0.5,<0.001,0,3,2,1,2,3,2006-12,O3A2M3
0.62,0.61,0.64,<0.001,0,4,2,1,2,3,2006-12,O3A2M4
0.6,0.59,0.61,<0.001,0,0,3,1,2,3,2006-12,O3A3M0
0.55,0.54,0.57,<0.001,0,1,3,1,2,3,2006-12,O3A3M1
0.65,0.6,0.71,<0.001,0,2,3,1,2,3,2006-12,O3A3M2
0.51,0.48,0.53,<0.001,0,3,3,1,2,3,2006-12,O3A3M3
0.74,0.72,0.76,<0.001,0,4,3,1,2,3,2006-12,O3A3M4
0.66,0.59,0.74,<0.001,0,0,1,0,3,3,Age 0-39,O3A1M0
0.6,0.53,0.68,<0.001,0,1,1,0,3,3,Age 0-39,O3A1M1
0.71,0.44,1.15,0.165,0.1653,2,1,0,3,3,Age 0-39,O3A1M2
0.68,0.45,1.02,0.065,0.0648,3,1,0,3,3,Age 0-39,O3A1M3
0.88,0.75,1.04,0.133,0.1327,4,1,0,3,3,Age 0-39,O3A1M4
0.66,0.59,0.74,<0.001,0,0,2,0,3,3,Age 0-39,O3A2M0
0.6,0.53,0.68,<0.001,0,1,2,0,3,3,Age 0-39,O3A2M1
0.71,0.44,1.14,0.158,0.1578,2,2,0,3,3,Age 0-39,O3A2M2
0.68,0.45,1.02,0.062,0.0624,3,2,0,3,3,Age 0-39,O3A2M3
0.88,0.74,1.04,0.124,0.1242,4,2,0,3,3,Age 0-39,O3A2M4
0.68,0.6,0.78,<0.001,0,0,3,0,3,3,Age 0-39,O3A3M0
0.61,0.53,0.7,<0.001,0,1,3,0,3,3,Age 0-39,O3A3M1
0.62,0.37,1.04,0.071,0.0709,2,3,0,3,3,Age 0-39,O3A3M2
0.74,0.48,1.15,0.179,0.1786,3,3,0,3,3,Age 0-39,O3A3M3
0.98,0.82,1.18,0.855,0.855,4,3,0,3,3,Age 0-39,O3A3M4
0.57,0.55,0.58,<0.001,0,0,1,1,3,3,Age 40-64,O3A1M0
0.53,0.51,0.55,<0.001,0,1,1,1,3,3,Age 40-64,O3A1M1
0.66,0.59,0.74,<0.001,0,2,1,1,3,3,Age 40-64,O3A1M2
0.51,0.47,0.57,<0.001,0,3,1,1,3,3,Age 40-64,O3A1M3
0.66,0.64,0.69,<0.001,0,4,1,1,3,3,Age 40-64,O3A1M4
0.56,0.55,0.58,<0.001,0,0,2,1,3,3,Age 40-64,O3A2M0
0.53,0.51,0.54,<0.001,0,1,2,1,3,3,Age 40-64,O3A2M1
0.65,0.58,0.73,<0.001,0,2,2,1,3,3,Age 40-64,O3A2M2
0.51,0.47,0.56,<0.001,0,3,2,1,3,3,Age 40-64,O3A2M3
0.66,0.64,0.69,<0.001,0,4,2,1,3,3,Age 40-64,O3A2M4
0.63,0.61,0.65,<0.001,0,0,3,1,3,3,Age 40-64,O3A3M0
0.58,0.56,0.6,<0.001,0,1,3,1,3,3,Age 40-64,O3A3M1
0.71,0.63,0.8,<0.001,0,2,3,1,3,3,Age 40-64,O3A3M2
0.53,0.48,0.59,<0.001,0,3,3,1,3,3,Age 40-64,O3A3M3
0.8,0.76,0.84,<0.001,0,4,3,1,3,3,Age 40-64,O3A3M4
0.59,0.58,0.6,<0.001,0,0,1,2,3,3,Age 65-79,O3A1M0
0.55,0.54,0.56,<0.001,0,1,1,2,3,3,Age 65-79,O3A1M1
0.7,0.63,0.77,<0.001,0,2,1,2,3,3,Age 65-79,O3A1M2
0.54,0.51,0.58,<0.001,0,3,1,2,3,3,Age 65-79,O3A1M3
0.68,0.66,0.71,<0.001,0,4,1,2,3,3,Age 65-79,O3A1M4
0.59,0.58,0.6,<0.001,0,0,2,2,3,3,Age 65-79,O3A2M0
0.55,0.53,0.56,<0.001,0,1,2,2,3,3,Age 65-79,O3A2M1
0.69,0.63,0.76,<0.001,0,2,2,2,3,3,Age 65-79,O3A2M2
0.54,0.51,0.58,<0.001,0,3,2,2,3,3,Age 65-79,O3A2M3
0.68,0.66,0.7,<0.001,0,4,2,2,3,3,Age 65-79,O3A2M4
0.61,0.6,0.63,<0.001,0,0,3,2,3,3,Age 65-79,O3A3M0
0.56,0.55,0.58,<0.001,0,1,3,2,3,3,Age 65-79,O3A3M1
0.67,0.6,0.75,<0.001,0,2,3,2,3,3,Age 65-79,O3A3M2
0.53,0.49,0.56,<0.001,0,3,3,2,3,3,Age 65-79,O3A3M3
0.77,0.74,0.8,<0.001,0,4,3,2,3,3,Age 65-79,O3A3M4
0.6,0.59,0.62,<0.001,0,0,1,3,3,3,Age 80+,O3A1M0
0.55,0.53,0.57,<0.001,0,1,1,3,3,3,Age 80+,O3A1M1
0.68,0.56,0.82,<0.001,0,2,1,3,3,3,Age 80+,O3A1M2
0.55,0.52,0.59,<0.001,0,3,1,3,3,3,Age 80+,O3A1M3
0.74,0.71,0.77,<0.001,0,4,1,3,3,3,Age 80+,O3A1M4
0.6,0.58,0.61,<0.001,0,0,2,3,3,3,Age 80+,O3A2M0
0.54,0.53,0.56,<0.001,0,1,2,3,3,3,Age 80+,O3A2M1
0.67,0.56,0.81,<0.001,0,2,2,3,3,3,Age 80+,O3A2M2
0.55,0.51,0.59,<0.001,0,3,2,3,3,3,Age 80+,O3A2M3
0.74,0.71,0.77,<0.001,0,4,2,3,3,3,Age 80+,O3A2M4
0.58,0.57,0.6,<0.001,0,0,3,3,3,3,Age 80+,O3A3M0
0.54,0.52,0.56,<0.001,0,1,3,3,3,3,Age 80+,O3A3M1
0.63,0.52,0.77,<0.001,0,2,3,3,3,3,Age 80+,O3A3M2
0.48,0.44,0.52,<0.001,0,3,3,3,3,3,Age 80+,O3A3M3
0.74,0.71,0.78,<0.001,0,4,3,3,3,3,Age 80+,O3A3M4
0.5,0.49,0.51,<0.001,0,0,1,0,4,3,Male,O3A1M0
0.46,0.45,0.47,<0.001,0,1,1,0,4,3,Male,O3A1M1
0.53,0.48,0.59,<0.001,0,2,1,0,4,3,Male,O3A1M2
0.51,0.48,0.54,<0.001,0,3,1,0,4,3,Male,O3A1M3
0.6,0.58,0.62,<0.001,0,4,1,0,4,3,Male,O3A1M4
0.59,0.58,0.6,<0.001,0,0,2,0,4,3,Male,O3A2M0
0.56,0.54,0.57,<0.001,0,1,2,0,4,3,Male,O3A2M1
0.67,0.6,0.75,<0.001,0,2,2,0,4,3,Male,O3A2M2
0.52,0.49,0.55,<0.001,0,3,2,0,4,3,Male,O3A2M3
0.68,0.66,0.7,<0.001,0,4,2,0,4,3,Male,O3A2M4
0.61,0.6,0.63,<0.001,0,0,3,0,4,3,Male,O3A3M0
0.57,0.56,0.59,<0.001,0,1,3,0,4,3,Male,O3A3M1
0.66,0.59,0.74,<0.001,0,2,3,0,4,3,Male,O3A3M2
0.49,0.46,0.52,<0.001,0,3,3,0,4,3,Male,O3A3M3
0.76,0.73,0.78,<0.001,0,4,3,0,4,3,Male,O3A3M4
0.53,0.52,0.54,<0.001,0,0,1,1,4,3,Female,O3A1M0
0.48,0.47,0.49,<0.001,0,1,1,1,4,3,Female,O3A1M1
0.58,0.53,0.64,<0.001,0,2,1,1,4,3,Female,O3A1M2
0.56,0.53,0.59,<0.001,0,3,1,1,4,3,Female,O3A1M3
0.64,0.62,0.66,<0.001,0,4,1,1,4,3,Female,O3A1M4
0.58,0.57,0.59,<0.001,0,0,2,1,4,3,Female,O3A2M0
0.53,0.52,0.54,<0.001,0,1,2,1,4,3,Female,O3A2M1
0.68,0.62,0.74,<0.001,0,2,2,1,4,3,Female,O3A2M2
0.56,0.53,0.59,<0.001,0,3,2,1,4,3,Female,O3A2M3
0.7,0.68,0.73,<0.001,0,4,2,1,4,3,Female,O3A2M4
0.59,0.58,0.61,<0.001,0,0,3,1,4,3,Female,O3A3M0
0.54,0.53,0.56,<0.001,0,1,3,1,4,3,Female,O3A3M1
0.68,0.61,0.74,<0.001,0,2,3,1,4,3,Female,O3A3M2
0.53,0.5,0.57,<0.001,0,3,3,1,4,3,Female,O3A3M3
0.77,0.75,0.8,<0.001,0,4,3,1,4,3,Female,O3A3M4
0.44,0.42,0.46,<0.001,0,0,1,0,5,3,Northeast,O3A1M0
0.42,0.4,0.44,<0.001,0,1,1,0,5,3,Northeast,O3A1M1
0.49,0.33,0.74,<0.001,5.00E-04,2,1,0,5,3,Northeast,O3A1M2
0.47,0.41,0.54,<0.001,0,3,1,0,5,3,Northeast,O3A1M3
0.5,0.46,0.54,<0.001,0,4,1,0,5,3,Northeast,O3A1M4
0.51,0.49,0.53,<0.001,0,0,2,0,5,3,Northeast,O3A2M0
0.49,0.47,0.52,<0.001,0,1,2,0,5,3,Northeast,O3A2M1
0.59,0.39,0.88,0.009,0.0091,2,2,0,5,3,Northeast,O3A2M2
0.49,0.43,0.56,<0.001,0,3,2,0,5,3,Northeast,O3A2M3
0.59,0.54,0.63,<0.001,0,4,2,0,5,3,Northeast,O3A2M4
0.59,0.57,0.62,<0.001,0,0,3,0,5,3,Northeast,O3A3M0
0.58,0.55,0.61,<0.001,0,1,3,0,5,3,Northeast,O3A3M1
0.57,0.37,0.87,0.009,0.009,2,3,0,5,3,Northeast,O3A3M2
0.52,0.45,0.6,<0.001,0,3,3,0,5,3,Northeast,O3A3M3
0.66,0.61,0.72,<0.001,0,4,3,0,5,3,Northeast,O3A3M4
0.5,0.48,0.51,<0.001,0,0,1,1,5,3,Midwest,O3A1M0
0.47,0.46,0.49,<0.001,0,1,1,1,5,3,Midwest,O3A1M1
0.53,0.46,0.62,<0.001,0,2,1,1,5,3,Midwest,O3A1M2
0.68,0.59,0.77,<0.001,0,3,1,1,5,3,Midwest,O3A1M3
0.62,0.57,0.66,<0.001,0,4,1,1,5,3,Midwest,O3A1M4
0.57,0.55,0.58,<0.001,0,0,2,1,5,3,Midwest,O3A2M0
0.54,0.52,0.56,<0.001,0,1,2,1,5,3,Midwest,O3A2M1
0.65,0.56,0.76,<0.001,0,2,2,1,5,3,Midwest,O3A2M2
0.71,0.62,0.81,<0.001,0,3,2,1,5,3,Midwest,O3A2M3
0.68,0.63,0.74,<0.001,0,4,2,1,5,3,Midwest,O3A2M4
0.61,0.58,0.63,<0.001,0,0,3,1,5,3,Midwest,O3A3M0
0.57,0.55,0.59,<0.001,0,1,3,1,5,3,Midwest,O3A3M1
